setting,date,source,indicator_name,dimension,subgroup,estimate,population,iso3,whoreg6,wbincome2024
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),93.68135071,48.48169327,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,92.53944397,58.74323273,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,100,30.13686943,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,98.39351654,60.6594696,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,96.88599396,42.87527847,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,99.4681778,46.85961533,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,100,22.69557762,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,97.99369812,36.35373306,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,100,52.50225449,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 2,100,45.93302917,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 9,87.06712341,40.46791077,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 8,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 5,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 1 (poorest),100,17.64006805,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,95.91614532,44.59335709,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 10 (richest),,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 4,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,94.10517883,31.50037384,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 3,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,87.02220917,21.63451767,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,88.95751953,42.88520813,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 6,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth decile),Decile 7,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),91.68621826,67.18388367,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,100,63.08748245,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,94.31510925,49.38855362,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,91.02793884,101.6284409,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,99.17916107,88.85598755,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 4,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),96.30032349,109.1411667,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),100,41.51902771,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 5 (richest),,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 2,97.73617554,91.45297241,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),100,63.57309723,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 1 (poorest),,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Economic status (wealth quintile),Quintile 3,95.70823669,74.37565613,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,95.12374115,219.2451782,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,100,86.98499298,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,95.28985596,230.3601837,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Secondary or higher education,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),Primary education,97.04049683,202.7272797,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (3 groups),No education,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,90.01965332,95.48394775,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,95.28985596,230.3601837,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,97.04049683,202.7272797,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),No education,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,100,66.57578278,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Primary education,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Secondary education,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Education (4 groups),Higher education,99.06162262,123.7612305,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,93.81503296,246.3084564,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,97.02427673,211.9539795,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,98.29443359,108.8725662,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,97.73704529,183.0712433,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Place of residence,Urban,,,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Place of residence,Rural,,,ALB,European,Upper middle income
Albania,2017,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Sex,Male,97.94120789,240.9590149,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Sex,Female,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Sex,Male,97.86433411,131.4664917,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Sex,Male,,,ALB,European,Upper middle income
Albania,2005,ICEH - MICS,BCG immunization coverage among one-year-olds (%),Sex,Male,,,ALB,European,Upper middle income
Albania,2008,ICEH - DHS,BCG immunization coverage among one-year-olds (%),Sex,Female,98.01091766,160.4773254,ALB,European,Upper middle income
Albania,2002,ICEH - RHS,BCG immunization coverage among one-year-olds (%),Sex,Female,,,ALB,European,Upper middle income
